interaction_id,customer_id,rm_id,interaction_date,channel,outcome,data_class
I0009385,SME002686,RM043,2026-02-15,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009386,SME002686,RM043,2026-08-13,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009387,SME002686,RM043,2025-10-09,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009388,SME002686,RM043,2026-02-20,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009389,SME002686,RM043,2026-07-01,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009390,SME002686,RM043,2026-04-21,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009391,SME002687,RM047,2026-03-07,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009392,SME002687,RM047,2025-11-12,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009393,SME002687,RM047,2026-07-10,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009394,SME002687,RM047,2026-07-23,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009395,SME002688,RM021,2025-11-26,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009396,SME002689,RM038,2026-02-20,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009397,SME002690,RM015,2026-06-29,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009398,SME002690,RM015,2026-07-26,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009399,SME002690,RM015,2026-04-17,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009400,SME002690,RM015,2026-03-02,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009401,SME002690,RM015,2026-04-06,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009402,SME002690,RM015,2025-10-19,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009403,SME002691,RM034,2026-01-05,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009404,SME002691,RM034,2026-06-17,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009405,SME002691,RM034,2026-03-23,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009406,SME002691,RM034,2026-04-15,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009407,SME002691,RM034,2026-01-16,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009408,SME002691,RM034,2025-10-07,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009409,SME002692,RM027,2026-02-21,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009410,SME002692,RM027,2026-03-03,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009411,SME002692,RM027,2026-03-13,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009412,SME002693,RM016,2025-12-31,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009413,SME002694,RM017,2026-02-02,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009414,SME002694,RM017,2026-02-01,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009415,SME002694,RM017,2025-09-11,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009416,SME002695,RM002,2026-04-03,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009417,SME002695,RM002,2025-08-24,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009418,SME002695,RM002,2025-11-26,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009419,SME002695,RM002,2025-10-17,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009420,SME002696,RM027,2026-05-23,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009421,SME002697,RM041,2025-10-22,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009422,SME002697,RM041,2025-12-04,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009423,SME002697,RM041,2025-09-27,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009424,SME002697,RM041,2026-04-02,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009425,SME002697,RM041,2026-08-05,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009426,SME002698,RM046,2026-06-03,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009427,SME002698,RM046,2025-11-12,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009428,SME002698,RM046,2026-07-30,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009429,SME002698,RM046,2025-12-09,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009430,SME002699,RM030,2026-08-11,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009431,SME002700,RM009,2025-09-02,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009432,SME002700,RM009,2025-12-03,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009433,SME002701,RM010,2026-02-21,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009434,SME002701,RM010,2026-06-26,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009435,SME002701,RM010,2025-12-16,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009436,SME002701,RM010,2026-06-18,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009437,SME002702,RM031,2025-10-13,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009438,SME002702,RM031,2026-06-13,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009439,SME002702,RM031,2026-05-06,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009440,SME002702,RM031,2026-03-26,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009441,SME002702,RM031,2025-10-23,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009442,SME002703,RM040,2026-05-01,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009443,SME002703,RM040,2026-08-12,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009444,SME002703,RM040,2026-03-11,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009445,SME002703,RM040,2025-12-15,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009446,SME002703,RM040,2026-01-16,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009447,SME002704,RM015,2026-05-04,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009448,SME002705,RM035,2025-11-30,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009449,SME002705,RM035,2026-05-28,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009450,SME002705,RM035,2026-08-13,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009451,SME002705,RM035,2025-10-29,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009452,SME002706,RM030,2025-11-27,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009453,SME002706,RM030,2026-04-16,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009454,SME002706,RM030,2026-05-14,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009455,SME002706,RM030,2026-02-11,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009456,SME002706,RM030,2026-08-10,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009457,SME002707,RM006,2026-02-19,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009458,SME002707,RM006,2026-02-27,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009459,SME002707,RM006,2025-11-10,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009460,SME002707,RM006,2026-06-22,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009461,SME002707,RM006,2025-10-25,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009462,SME002708,RM013,2026-01-07,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009463,SME002709,RM009,2026-02-02,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009464,SME002710,RM007,2026-05-26,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009465,SME002711,RM037,2026-01-15,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009466,SME002711,RM037,2026-07-20,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009467,SME002712,RM032,2026-01-19,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009468,SME002712,RM032,2026-05-03,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009469,SME002712,RM032,2025-12-18,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009470,SME002712,RM032,2025-12-15,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009471,SME002712,RM032,2026-01-24,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009472,SME002713,RM009,2026-06-04,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009473,SME002713,RM009,2026-05-01,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009474,SME002714,RM033,2026-05-24,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009475,SME002714,RM033,2025-11-01,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009476,SME002714,RM033,2026-08-03,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009477,SME002714,RM033,2026-01-10,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009478,SME002714,RM033,2026-07-08,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009479,SME002714,RM033,2025-09-03,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009480,SME002715,RM029,2025-08-26,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009481,SME002715,RM029,2026-04-15,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009482,SME002715,RM029,2025-12-01,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009483,SME002716,RM037,2026-01-10,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009484,SME002716,RM037,2026-05-11,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009485,SME002716,RM037,2025-12-20,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009486,SME002717,RM019,2026-08-18,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009487,SME002717,RM019,2026-08-17,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009488,SME002718,RM002,2026-03-10,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009489,SME002718,RM002,2025-12-06,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009490,SME002718,RM002,2026-05-21,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009491,SME002718,RM002,2026-02-01,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009492,SME002718,RM002,2026-08-09,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009493,SME002718,RM002,2026-05-12,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009494,SME002719,RM005,2026-03-22,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009495,SME002719,RM005,2026-08-08,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009496,SME002719,RM005,2025-12-23,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009497,SME002719,RM005,2025-11-29,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009498,SME002719,RM005,2026-01-04,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009499,SME002720,RM019,2026-07-11,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009500,SME002721,RM038,2026-03-30,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009501,SME002722,RM028,2026-02-08,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009502,SME002722,RM028,2026-03-28,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009503,SME002722,RM028,2025-10-08,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009504,SME002722,RM028,2025-10-11,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009505,SME002722,RM028,2025-12-09,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009506,SME002723,RM009,2025-09-01,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009507,SME002724,RM047,2025-12-03,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009508,SME002725,RM041,2026-01-03,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009509,SME002726,RM008,2026-07-02,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009510,SME002726,RM008,2025-12-07,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009511,SME002726,RM008,2026-05-25,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009512,SME002726,RM008,2026-01-10,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009513,SME002726,RM008,2025-11-03,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009514,SME002726,RM008,2025-10-29,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009515,SME002727,RM039,2026-05-03,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009516,SME002728,RM033,2026-05-20,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009517,SME002728,RM033,2026-02-05,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009518,SME002729,RM045,2026-02-02,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009519,SME002729,RM045,2026-04-29,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009520,SME002730,RM012,2026-05-04,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009521,SME002730,RM012,2026-08-02,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009522,SME002730,RM012,2025-11-13,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009523,SME002731,RM008,2026-08-06,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009524,SME002731,RM008,2025-12-12,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009525,SME002731,RM008,2025-11-27,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009526,SME002732,RM029,2026-04-24,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009527,SME002732,RM029,2026-07-16,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009528,SME002732,RM029,2026-08-08,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009529,SME002732,RM029,2026-06-27,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009530,SME002732,RM029,2026-05-07,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009531,SME002732,RM029,2026-07-11,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009532,SME002733,RM019,2025-11-19,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009533,SME002733,RM019,2026-01-05,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009534,SME002733,RM019,2026-05-19,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009535,SME002733,RM019,2025-08-23,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009536,SME002733,RM019,2026-07-19,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009537,SME002734,RM020,2026-01-30,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009538,SME002734,RM020,2025-10-13,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009539,SME002734,RM020,2026-06-10,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009540,SME002734,RM020,2025-12-20,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009541,SME002734,RM020,2026-05-13,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009542,SME002734,RM020,2025-12-01,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009543,SME002735,RM004,2026-02-18,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009544,SME002735,RM004,2026-01-21,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009545,SME002735,RM004,2025-10-28,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009546,SME002735,RM004,2026-05-30,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009547,SME002736,RM009,2025-12-05,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009548,SME002736,RM009,2026-08-05,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009549,SME002736,RM009,2026-03-24,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009550,SME002737,RM002,2026-06-24,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009551,SME002737,RM002,2025-11-30,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009552,SME002738,RM009,2025-10-22,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009553,SME002738,RM009,2026-04-14,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009554,SME002738,RM009,2026-01-19,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009555,SME002739,RM009,2026-05-18,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009556,SME002739,RM009,2026-08-05,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009557,SME002739,RM009,2026-04-22,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009558,SME002740,RM002,2026-08-11,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009559,SME002740,RM002,2026-02-20,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009560,SME002740,RM002,2025-12-28,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009561,SME002740,RM002,2026-01-09,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009562,SME002741,RM041,2026-02-25,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009563,SME002741,RM041,2025-12-29,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009564,SME002741,RM041,2025-10-04,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009565,SME002741,RM041,2026-06-18,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009566,SME002741,RM041,2026-04-15,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009567,SME002742,RM047,2025-09-25,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009568,SME002742,RM047,2025-09-30,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009569,SME002742,RM047,2026-08-17,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009570,SME002743,RM038,2025-10-30,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009571,SME002743,RM038,2026-04-15,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009572,SME002743,RM038,2026-08-09,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009573,SME002743,RM038,2026-07-11,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009574,SME002743,RM038,2026-05-18,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009575,SME002744,RM035,2025-10-10,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009576,SME002744,RM035,2026-04-10,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009577,SME002744,RM035,2025-11-02,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009578,SME002744,RM035,2026-01-28,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009579,SME002745,RM004,2026-02-16,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009580,SME002745,RM004,2025-12-18,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009581,SME002745,RM004,2026-04-09,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009582,SME002745,RM004,2026-08-18,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009583,SME002745,RM004,2026-04-16,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009584,SME002745,RM004,2026-02-17,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009585,SME002746,RM023,2026-07-24,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009586,SME002747,RM041,2026-01-25,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009587,SME002747,RM041,2026-03-01,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009588,SME002748,RM015,2025-10-11,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009589,SME002748,RM015,2026-08-16,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009590,SME002749,RM027,2026-05-10,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009591,SME002749,RM027,2025-10-23,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009592,SME002749,RM027,2026-02-25,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009593,SME002750,RM042,2026-05-26,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009594,SME002751,RM011,2025-12-30,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009595,SME002751,RM011,2026-07-14,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009596,SME002751,RM011,2025-11-20,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009597,SME002751,RM011,2026-01-07,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009598,SME002751,RM011,2025-12-06,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009599,SME002752,RM010,2025-08-23,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009600,SME002752,RM010,2025-09-02,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009601,SME002753,RM011,2025-12-25,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009602,SME002753,RM011,2026-01-22,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009603,SME002753,RM011,2026-04-20,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009604,SME002753,RM011,2026-06-17,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009605,SME002754,RM036,2026-01-22,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009606,SME002754,RM036,2026-07-15,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009607,SME002754,RM036,2026-02-07,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009608,SME002754,RM036,2026-01-27,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009609,SME002755,RM021,2025-08-30,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009610,SME002755,RM021,2026-01-14,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009611,SME002755,RM021,2026-08-12,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009612,SME002755,RM021,2026-01-08,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009613,SME002755,RM021,2025-12-25,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009614,SME002755,RM021,2026-03-17,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009615,SME002756,RM019,2025-09-25,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009616,SME002756,RM019,2026-03-20,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009617,SME002756,RM019,2026-04-17,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009618,SME002756,RM019,2026-06-12,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009619,SME002757,RM032,2026-06-23,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009620,SME002757,RM032,2025-09-09,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009621,SME002757,RM032,2026-02-11,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009622,SME002757,RM032,2025-09-13,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009623,SME002757,RM032,2026-04-16,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0009624,SME002758,RM026,2025-10-06,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009625,SME002758,RM026,2025-11-03,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009626,SME002758,RM026,2026-02-18,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0009627,SME002758,RM026,2025-12-09,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009628,SME002759,RM021,2025-08-23,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009629,SME002759,RM021,2025-09-05,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009630,SME002759,RM021,2026-01-23,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009631,SME002759,RM021,2026-08-01,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009632,SME002760,RM007,2025-08-25,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009633,SME002760,RM007,2026-08-05,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009634,SME002761,RM036,2026-01-01,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009635,SME002761,RM036,2025-09-09,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009636,SME002761,RM036,2026-01-11,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0009637,SME002762,RM021,2025-11-23,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009638,SME002762,RM021,2025-10-30,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009639,SME002762,RM021,2026-02-03,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0009640,SME002762,RM021,2025-10-23,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009641,SME002762,RM021,2025-08-23,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0009642,SME002762,RM021,2026-03-12,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009643,SME002763,RM003,2026-04-14,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0009644,SME002763,RM003,2025-09-26,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0009645,SME002763,RM003,2025-10-18,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
